어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
그린숲어린이집,경기도,용인시,민간,100,,"경기도 용인시 기흥구 기흥로116번길 60 관리동 (신갈동,녹원마을새천년그린빌5단지)",031-309-6971,,,,,,,2019-04-08
늘푸르지오어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 기흥로116번길 75 603동 101호(신갈동, 산양마을푸르지오아파트)",031-274-3484,,,,,,,2019-04-08
초롱어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 기흥로38번길 34 205동104호(구갈동,세종그랑시아)",031-286-6975,,,,,,,2019-04-08
비발디사랑샘 어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백7로 97 2302동 103호(동백동, 백현마을한라비발디23단지1차아파트)",031-693-1554,,,,,,,2019-04-08
용인백현초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 동백8로 108,070-760-6959,,,,,,,2019-04-08
동산어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백8로 25 1504동 102호(동백동, 호수마을어울림)",031-679-6223,,,,,,,2019-04-08
아이숲 어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백8로 27 1504동104호(동백동,호수마을어울림)",031-679-5650,,,,,,,2019-04-08
동막초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 동백8로 39,031-693-5023,,,,,,,2019-04-08
연세유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 동백8로131번길 45-1,031-281-1172,,,,,,,2019-04-08
너랑나랑어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백8로131번길 5 2803동 102호(동백동, 백현마을휴먼시아23단지아파트)",031-679-5252,,,,,,,2019-04-08
휴먼시아빅스맘 어린이집,경기도,용인시,민간,100,,"경기도 용인시 기흥구 동백8로131번길 9 관리동 (동백동, 백현마을8단지 휴먼시아)",031-289-2027,,,,,,,2019-04-08
참솔토토 어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 동백죽전대로 281 참솔마을 월드메르디앙 주민복지시설1층 (중동),031-693-3371,,,,,,,2019-04-08
예꿈아이어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백죽전대로 455-10 103동 102호(동백동, 해든마을동문굿모닝힐)",031-893-0006,,,,,,,2019-04-08
현대모비스동백어린이집,경기도,용인시,직장,100,,경기도 용인시 기흥구 동백죽전대로527번길 100-43 2층,031-284-0590,,,,,,,2019-04-08
중일초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 동백죽전대로527번길 36,031-546-3374,,,,,,,2019-04-08
해나어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백죽전대로527번길 80 116-101(중동, 어정마을롯데캐슬에코1단지)",070-8864-9774,,,,,,,2019-04-08
천사들의합창유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 동백죽전대로556번길 50,031-8005-5591,,,,,,,2019-04-08
초록몬테소리어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 사은로126번길 46 308동 103호(보라동, 민속마을현대모닝사이드1차3단지아파트)",031-305-1923,,,,,,,2019-04-08
라온수피아유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 사은로126번길 74,031-8005-6363,,,,,,,2019-04-08
작은천사어린이집,경기도,용인시,가정,100,,경기도 용인시 기흥구 새천년로 27,031-275-2756,,,,,,,2019-04-08
녹원어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 새천년로 38 (신갈동),031-275-1741,,,,,,,2019-04-08
밤비니키즈어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 새천년로 38 407동 102호(신갈동, 녹원마을새천년그린빌주공4단지아파트)",031-275-7734,,,,,,,2019-04-08
용인신릉초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 새천년로 53,070-7600-9907,,,,,,,2019-04-08
밀알유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 서그내로53번길 28,031-695-5440,,,,,,,2019-04-08
서천초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 서그내로62번길 6,031-273-0945,,,,,,,2019-04-08
서천성민어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 서천동로 59 휴먼시아  4단지 관리동,031-206-5005,,,,,,,2019-04-08
시립꿈이서내어린이집,경기도,용인시,국공립,100,,경기도 용인시 기흥구 서천로128번길 12 서천마을 주공아파트 2단지 관리동,031-273-2999,,,,,,,2019-04-08
토토아이어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 서천서로 27 102동101호(서천동,서천마을1단지)",031-8001-1009,,,,,,,2019-04-08
서천행복한어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 서천서로 27 105동102호(서천동,서천마을1단지)",031-306-6700,,,,,,,2019-04-08
행복한유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 석성로521번길 15,031-287-0250,,,,,,,2019-04-08
숲속동그라미유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 석성로521번길 25,031-282-5656,,,,,,,2019-04-08
원대꿈어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 신갈로 100 103동 103호(신갈동, 원대마을신갈한신아파트)",031-285-5852,,,,,,,2019-04-08
신갈초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 신갈로 76,031-283-2088,,,,,,,2019-04-08
꿈동산어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 신갈로124번길 18 (신갈동),031-287-5219,,,,,,,2019-04-08
기흥키즈빌어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 신구로22번길 11-7,031-283-0202,,,,,,,2019-04-08
광교햇빛어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 신정로301번길 68-4 (보정동),031-263-5505,,,,,,,2019-04-08
보정초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 신촌로73번길 28,031-272-7323,,,,,,,2019-04-08
보정빅스맘어린이집,경기도,용인시,가정,100,,경기도 용인시 기흥구 신촌로73번길 29-1 (보정동),031-276-1760,,,,,,,2019-04-08
구성초록아이들어린이집,경기도,용인시,가정,100,,경기도 용인시 기흥구 용인향교로20번길 33 (언남동),031-285-0689,,,,,,,2019-04-08
미래숲유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 이현로 86-4,031-262-0105,,,,,,,2019-04-08
샤인힐즈어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 이현로29번길 72-12 130동 102호(보정동, 성호샤인힐즈)",031-263-4573,,,,,,,2019-04-08
조이어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 이현로29번길 72-9 109동 101호(보정동, 성호샤인힐즈)",031-261-5242,,,,,,,2019-04-08
보정자연유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 이현로30번길 17-5,031-261-0132,,,,,,,2019-04-08
동원초록아이어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 죽현로 8-13 (보정동),031-264-7746,,,,,,,2019-04-08
솜사탕어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 중부대로 820 102동 106호(상하동, 인정프린스)",031-282-6202,,,,,,,2019-04-08
다나어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 중부대로 859-2,031-282-3380,,,,,,,2019-04-08
꼬꼬마i어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 중부대로746번길 21 212동 104호(상하동, 지석마을진흥더루벤스)",031-285-6828,,,,,,,2019-04-08
더키즈I어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 중부대로773번길 6-10,031-281-7973,,,,,,,2019-04-08
성지초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 강남서로 38,031-287-7145,,,,,,,2019-04-08
강남큰빛유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 강남서로75번길 9,031-275-5955,,,,,,,2019-04-08
쁘띠앙쥬어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 고매로 26 101동 102호(고매동, 동성)",031-285-0275,,,,,,,2019-04-08
세원어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 공세로 76 102동 101호(고매동, 세원아파트)",031-257-7816,,,,,,,2019-04-08
흥덕초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 흥덕1로62번길 26,031-214-9102,,,,,,,2019-04-08
호반어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 흥덕1로79번길 37 501동 103호(영덕동, 흥덕마을5단지호반베르디움아파트)",031-212-8006,,,,,,,2019-04-08
호반영재어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 흥덕1로79번길 37 502동 103호(영덕동, 흥덕마을5단지호반베르디움아파트)",031-202-7600,,,,,,,2019-04-08
시립새솔어린이집,경기도,용인시,국공립,100,,경기도 용인시 기흥구 흥덕2로 46 휴먼시아 흥덕마을 4단지,031-217-4001,,,,,,,2019-04-08
자연앤사과나무어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 흥덕2로117번길 14 (영덕동, 흥덕마을 자연앤스위첸 604-102)",031-211-2270,,,,,,,2019-04-08
꼬마숲하늘나무어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 흥덕2로118번길 25 805동 101호 (영덕동, 한국아델리움)",031-217-9555,,,,,,,2019-04-08
하슬린 어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 공세로82번길 31 (공세동),031-286-4500,,,,,,,2019-04-08
기흥초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 공세로82번길 5,031-286-1471,,,,,,,2019-04-08
킨더바움어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 공세로90번길 61,031-275-3222,,,,,,,2019-04-08
고운어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 관곡로 15 304동 102호(신갈동, 양현마을신안풍림아파트)",031-309-1372,,,,,,,2019-04-08
관곡초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 관곡로 61,031-282-1458,,,,,,,2019-04-08
구갈성민유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 관곡로64번길 6-1,031-285-6544,,,,,,,2019-04-08
구갈초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 구갈로 36,031-283-3097,,,,,,,2019-04-08
예진어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 구갈로 71-18 102-101(신갈동, 기흥더?프라임뷰)",031-283-7952,,,,,,,2019-04-08
하늘땅어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕2로65번길 10,031-213-5633,,,,,,,2019-04-08
English아이퍼니어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕2로65번길 1-12,031-217-8595,,,,,,,2019-04-08
흥덕이레어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕2로65번길 11-4,031-215-8579,,,,,,,2019-04-08
흥덕로뎀나무어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕2로65번길 1-17,031-217-9878,,,,,,,2019-04-08
흥덕제일어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕2로65번길 1-6 101호,031-211-3995,,,,,,,2019-04-08
굿맘송희어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕2로65번길 16-9,031-211-1345,,,,,,,2019-04-08
라온어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕2로65번길 20-8,031-217-2838,,,,,,,2019-04-08
소리샘어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕2로65번길 2-11,070-7518-4456,,,,,,,2019-04-08
다인어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕2로65번길 24,031-214-9971,,,,,,,2019-04-08
에코맘어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕2로65번길 8-16 (영덕동),031-213-7333,,,,,,,2019-04-08
삐아제어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕2로75번길 25-7,031-211-9588,,,,,,,2019-04-08
석현초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 흥덕3로 42,031-217-5137,,,,,,,2019-04-08
하랑어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 흥덕4로30번길 11 1302동 101호(영덕동, 흥덕마을경남아너스빌)",031-211-9011,,,,,,,2019-04-08
숲리라유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕4로30번길 34,031-216-6883,,,,,,,2019-04-08
프렌즈유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 흥덕중앙로105번길 32-7,031-212-0222,,,,,,,2019-04-08
초록나무어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 경기동로724번길 6 (송전리 535-5외 4필지),031-321-7953,,,,,,,2019-04-08
별초롱어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 경안천로 368 인정프린스3차아파트 3002동 107호(유방동 1007-1),031-328-2650,,,,,,,2019-04-08
체리아유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 갈곡로8번길 7,031-275-1717,,,,,,,2019-04-08
새나어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 강남동로 126 902동 103호(상하동, 강남마을한라비발디9단지아파트)",031-307-6804,,,,,,,2019-04-08
아기둥지어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 강남동로 126 908동 103호(상하동, 강남마을한라비발디9단지아파트)",031-284-7982,,,,,,,2019-04-08
가온어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 강남동로 128 903동 102호(상하동, 강남마을한라비발디9단지아파트)",031-285-3089,,,,,,,2019-04-08
꼬마사랑어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 강남동로 42 606동 103호(구갈동, 강남마을써미트빌1차6단지아파트)",031-304-3601,,,,,,,2019-04-08
시립한보라어린이집,경기도,용인시,국공립,100,,"경기도 용인시 기흥구 한보라1로43번길 23 404동(보라동, 한보라마을휴먼시아4단지아파트)",031-285-2010,,,,,,,2019-04-08
나산초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 한보라1로43번길 8,031-8020-4185,,,,,,,2019-04-08
프라브아이뜰어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 한보라2로 141 815동 102호(공세동, 화성파크드림프라브아파트)",031-8005-9981,,,,,,,2019-04-08
보라햇빛어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 한보라2로 85-17,031-281-7887,,,,,,,2019-04-08
사랑모아어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 한보라2로 93 304동 101호(보라동, 한보라마을화성파크드림3차아파트)",031-893-6763,,,,,,,2019-04-08
예명어린이집,경기도,용인시,법인·단체,100,,경기도 용인시 기흥구 한일로 51 (공세동),031-274-3166,,,,,,,2019-04-08
미래샘어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 한일로23번길 9 (공세동),031-8005-7780,,,,,,,2019-04-08
계룡브레인키즈어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 강남동로 54 701동 103호(구갈동, 강남마을계룡리슈빌7단지아파트)",031-275-7257,,,,,,,2019-04-08
민교꼬마숲어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 강남동로 54 706동 104호(구갈동, 강남마을계룡리슈빌7단지아파트)",031-274-1351,,,,,,,2019-04-08
갈곡초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 강남동로 61,031-285-9665,,,,,,,2019-04-08
강남대학교사범대학부설유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 강남로 40,031-275-0061,,,,,,,2019-04-08
향상어린이집,경기도,용인시,법인·단체,100,,경기도 용인시 기흥구 언동로 140 (상하동),031-282-2398,,,,,,,2019-04-08
하피슐레어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 언동로 186 효성빌딩 (동백동),031-285-8205,,,,,,,2019-04-08
빛초롱어린이집,경기도,용인시,가정,100,,경기도 용인시 기흥구 언동로217번길 31 204동 101호,031-893-4051,,,,,,,2019-04-08
숲속자연학교예다움어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 언동로71번길 76,031-283-5608,,,,,,,2019-04-08
마북초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 연원로 31,031-285-9462,,,,,,,2019-04-08
푸른어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 연원로 49 연원마을성원아파트 관리동(보정동),031-287-6112,,,,,,,2019-04-08
연원어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 연원로 8 108동 101호(마북동, 연원마을삼호벽산1단지아파트)",031-306-6569,,,,,,,2019-04-08
예빛어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 연원로42번길 2 122동 104호(마북동, 연원마을삼호벽산1단지아파트)",031-287-0336,,,,,,,2019-04-08
아란유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 언남로29번길 22,031-283-3993,,,,,,,2019-04-08
행복어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 예현로 15 102동 106호(서천동, 서그내마을에스케이아파트)",031-307-5755,,,,,,,2019-04-08
성모유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 예현로 41,031-273-1123,,,,,,,2019-04-08
서천아이랑어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 예현로35번길 21 105동 106호(서천동, 예현마을현대홈타운아파트)",031-308-2780,,,,,,,2019-04-08
이지어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 예현로35번길 30 (서천동),031-203-2080,,,,,,,2019-04-08
여성능력개발센터 어린이집,경기도,용인시,직장,100,,경기도 용인시 기흥구 용구대로 2311,031-899-9175,,,,,,,2019-04-08
숲속마을어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 용구대로1916번길 12 (보라동),031-286-3728,,,,,,,2019-04-08
기흥해맑은어린이집,경기도,용인시,법인·단체,100,,경기도 용인시 기흥구 용구대로2152번길 12 (신갈동),031-281-0092,,,,,,,2019-04-08
포스홈새싹어린이집,경기도,용인시,가정,100,,경기도 용인시 기흥구 용구대로2518번길 15 209동 102호,031-263-8242,,,,,,,2019-04-08
유정유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 용구대로2518번길 30,031-889-7726,,,,,,,2019-04-08
행복한숲어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 용인향교로20번길 12 (언남동),031-283-8579,,,,,,,2019-04-08
양지어린이집,경기도,용인시,사회복지법인,100,,경기도 용인시 처인구 양지면 남곡로105번길 40,031-321-7321,,,,,,,2019-04-08
밝은뜨락어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 양지면 남평로26번길 10-8 106동102호(파인힐스),031-338-2366,,,,,,,2019-04-08
내아이어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 포곡로61번길 17 인정멜로디아파트 105-110(둔전리 319),031-334-4302,,,,,,,2019-04-08
금전예원어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 포곡읍 둔전로 15 금전마을계룡리슈빌 102-102호(둔전리 447),031-337-1479,,,,,,,2019-04-08
성체유치원,경기도,용인시,민간,100,,경기도 용인시 처인구 포곡읍 백옥대로1832번길 40,031-332-5410,,,,,,,2019-04-08
드림키즈어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 포곡읍 백옥대로1910번길 24-2 (삼계리 111-2),031-335-2306,,,,,,,2019-04-08
포곡초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 포곡읍 부곡로 24,031-332-5313,,,,,,,2019-04-08
Funkids어린이집,경기도,용인시,가정,100,,"경기도 용인시 수지구 죽전로193번길 35 101동 102호(죽전동, 성현마을반도보라빌1단지아파트)",070-4076-0562,,,,,,,2019-04-08
HABA family 신명어린이집,경기도,용인시,가정,100,,"경기도 용인시 수지구 손곡로 53 504동 105호(동천동, 수진마을신명스카이뷰아파트)",031-264-3363,,,,,,,2019-04-08
IBK참좋은어린이집,경기도,용인시,직장,100,,"경기도 용인시 수지구 신수로 799 (동천동, IBK은행)",031-276-9904,,,,,,,2019-04-08
Kinder BOSCH 직장어린이집,경기도,용인시,직장,100,,경기도 용인시 수지구 포은대로 467 1층,070-8836-1574,,,,,,,2019-04-08
P.S.M어린이집,경기도,용인시,가정,100,,"경기도 용인시 수지구 탄천상로 6 205동 103호(죽전동, 인현마을현대홈타운7차2단지아파트)",031-889-5788,,,,,,,2019-04-08
The kids 어린이집,경기도,용인시,가정,100,,"경기도 용인시 수지구 용구대로 2720 205동 106호(죽전동, 현암마을동성2차아파트)",070-8285-5959,,,,,,,2019-04-08
개구쟁이어린이집,경기도,용인시,가정,100,,"경기도 용인시 수지구 만현로 105 706동 101호(상현동, 만현마을쌍용1차7단지아파트)",031-272-0981,,,,,,,2019-04-08
경희사랑어린이집,경기도,용인시,민간,100,,"경기도 용인시 수지구 수풍로 90 관리동 2층(풍덕천동, 삼성4차아파트)",031-261-4498,,,,,,,2019-04-08
광교해맑은어린이집,경기도,용인시,민간,100,,"경기도 용인시 수지구 광교마을로 11 어린이집(상현동, 광교마을45단지아파트)",031-212-4110,,,,,,,2019-04-08
금호꾸러기어린이집,경기도,용인시,가정,100,,"경기도 용인시 수지구 심곡로 16 506동 104호(상현동, 서원마을금호베스트빌5단지아파트)",031-272-6411,,,,,,,2019-04-08
고은유치원,경기도,용인시,민간,100,,경기도 용인시 처인구 포곡읍 석성로1069번길 8,031-334-4534,,,,,,,2019-04-08
쏠티유치원,경기도,용인시,민간,100,,경기도 용인시 처인구 포곡읍 성산로341번길 93,031-323-3134,,,,,,,2019-04-08
에버랜드어린이집,경기도,용인시,직장,100,,경기도 용인시 처인구 포곡읍 에버랜드로 199 (전대리 310외 20필지),031-320-9651,,,,,,,2019-04-08
한울어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 포곡읍 전대로 43 (전대리 150-13),031-337-0708,,,,,,,2019-04-08
보라어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 포곡읍 포곡로 131 (둔전리 186-6),031-334-7716,,,,,,,2019-04-08
체리쉬어린이집,경기도,용인시,가정,100,,경기도 용인시 처인구 포곡읍 포곡로 98-1 신원2차 아파트 202동 105호(둔전리 147),031-328-8477,,,,,,,2019-04-08
포곡빅스맘어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 포곡읍 포곡로118번길 13-3 (둔전리 131-1),031-332-0600,,,,,,,2019-04-08
둔전제일초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 처인구 포곡읍 포곡로141번길 28,031-337-3287,,,,,,,2019-04-08
쏠티어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 포곡읍 포곡로309번길 8-13 (삼계리 477-4),031-322-9199,,,,,,,2019-04-08
예진마을어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 한터로152번길 15 예진마을2차 관리동(고림동 995),031-323-1800,,,,,,,2019-04-08
오렌지아트어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 한터로152번길 45 (고림동 264-8),031-339-5454,,,,,,,2019-04-08
피렌체어린이집,경기도,용인시,민간,100,,경기도 용인시 처인구 한터로152번길 45 피렌체빌리지1차아파트 관리동(고림동 264-8),031-339-2758,,,,,,,2019-04-08
파랑새유치원,경기도,용인시,민간,100,,경기도 용인시 처인구 한터로275번길 35,031-334-2345,,,,,,,2019-04-08
AP 어린이집,경기도,용인시,민간,100,,"경기도 용인시 수지구 포은대로 237 (상현동,AP어린이집)",031-262-2700,,,,,,,2019-04-08
별빛누리어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 보정로 30 113동 101호(보정동, 행원마을동아솔레시티1단지아파트)",031-896-1900,,,,,,,2019-04-08
엄마맘어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 보정로 30 116-101 (보정동, 행원마을동아솔레시티)",031-262-4416,,,,,,,2019-04-08
꼬마개구쟁이어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 보정로 87 208동 102호(보정동, 죽현마을아이파크2단지아파트)",031-897-5101,,,,,,,2019-04-08
신나는 어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 사은로 274-22 111동 104호(지곡동, 써니밸리아파트)",031-285-7081,,,,,,,2019-04-08
지곡초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 사은로 274-45,031-286-9059,,,,,,,2019-04-08
보라이레어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 사은로126번길 10 102동102호(보라동,민속마을쌍용아파트)",031-275-2002,,,,,,,2019-04-08
쌍용동화나라어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 사은로126번길 10 쌍용아파트 관리동,031-274-5909,,,,,,,2019-04-08
나곡초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 사은로126번길 26,031-274-6195,,,,,,,2019-04-08
퍼니존어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 사은로126번길 33 민속마을신창미션힐 관리동(보라동),031-285-8560,,,,,,,2019-04-08
지석초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 어정로 62-25,031-281-0833,,,,,,,2019-04-08
초록아띠어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 어정로 80 104동 104호(상하동, 풍림아파트)",031-275-4527,,,,,,,2019-04-08
숲속리가어린이집,경기도,용인시,민간,100,,"경기도 용인시 기흥구 언남로 5 관리동 (언남동, 스파팰리스리가아파트)",031-306-2251,,,,,,,2019-04-08
기흥어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 금화로108번길 16 (상갈동),031-284-3323,,,,,,,2019-04-08
한아름어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 금화로11번길 10 302동 101호(상갈동, 금화마을주공3단지아파트)",031-286-5587,,,,,,,2019-04-08
파랑새어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 금화로11번길 10 303동 108호(상갈동, 금화마을주공3단지아파트)",031-285-5676,,,,,,,2019-04-08
금화어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 금화로11번길 8 금화마을3단지 관리동,031-274-7904,,,,,,,2019-04-08
꽃마당별마당어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 동백평촌로 39 1203동 104호(동백동, 호수마을동보노빌리티12단지아파트)",031-286-6409,,,,,,,2019-04-08
바나유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 마북로 112,031-283-9190,,,,,,,2019-04-08
교동초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 마북로 124-10,031-287-6142,,,,,,,2019-04-08
키즈마마어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 마북로 182  103동 101호(마북동, 교동마을자이아파트)",031-286-5494,,,,,,,2019-04-08
신창아람어린이집,경기도,용인시,가정,100,,"경기도 용인시 기흥구 마북로 186 102동 107호(마북동, 교동마을신창무궁화타운아파트)",031-304-6959,,,,,,,2019-04-08
아이원유치원,경기도,용인시,민간,100,,경기도 용인시 기흥구 마북로123번길 12,031-283-6535,,,,,,,2019-04-08
은샘몬테소리 어린이집,경기도,용인시,민간,100,,경기도 용인시 기흥구 마북로154번길 14 정광마을산호아파트 상가 3층 (마북동),031-283-6565,,,,,,,2019-04-08
단국어린이집,경기도,용인시,직장,100,,경기도 용인시 기흥구 마북로247번길 124 집현재2 가동,031-282-0155,,,,,,,2019-04-08
독정초등학교병설유치원,경기도,용인시,국공립,100,,경기도 용인시 기흥구 보정로 100,031-896-1684,,,,,,,2019-04-08
